id,type,address,lat,lon,display_name
C1,customer,"Asmali Mescit Mahallesi, Beyoglu, Istanbul, Turkiye",41.031329299999996,28.975244462335034,"Asmalı Mescit Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34430, Türkiye"
C2,customer,"Cihangir Mahallesi, Beyoglu, Istanbul, Turkiye",41.0330402,28.9853187,"Cihangir Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, Türkiye"
C4,customer,"Piyalepasa Mahallesi, Beyoglu, Istanbul, Turkiye",41.048673300000004,28.962251859711046,"Piyalepaşa Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, Türkiye"
C5,customer,"Kalyoncu Kullugu Mahallesi, Beyoglu, Istanbul, Turkiye",41.03687695,28.975524536382128,"Kalyoncu Kulluğu Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34221, Türkiye"
C6,customer,"Haciahmet Mahallesi, Beyoglu, Istanbul, Turkiye",41.04224735,28.973888606407392,"Hacıahmet Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, Türkiye"
C7,customer,"Karakoy Mahallesi, Beyoglu, Istanbul, Turkiye",41.0222757,28.9771726,"Türkiye İş Bankası, Rıhtım Caddesi, Karaköy, Kemankeş Karamustafa Paşa, Kemankeş Karamustafa Paşa Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34425, Türkiye"
C8,customer,"Firuzaga Mahallesi, Beyoglu, Istanbul, Turkiye",41.0298852,28.980814355568736,"Firuzağa Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, Türkiye"
C9,customer,"Galata Mahallesi, Beyoglu, Istanbul, Turkiye",41.0252857,28.9727922,"Galata, Bereketzade Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34421, Türkiye"
C10,customer,"Kulaksiz Mahallesi, Beyoglu, Istanbul, Turkiye",41.0376925,28.9607963,"Kulaksız Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, Türkiye"
C11,customer,"Tesvikiye Mahallesi, Sisli, Istanbul, Turkiye",41.0519368,28.9966371,"Teşvikiye Mahallesi, Şişli, İstanbul, Marmara Bölgesi, 34365, Türkiye"
C12,customer,"Harbiye Mahallesi, Sisli, Istanbul, Turkiye",41.0452381,28.9910139,"Harbiye Mahallesi, Şişli, İstanbul, Marmara Bölgesi, 34367, Türkiye"
C13,customer,"Mecidiyekoy Mahallesi, Sisli, Istanbul, Turkiye",41.0709488,28.9967005,"Mecidiyeköy Mahallesi, Şişli, İstanbul, Marmara Bölgesi, 34387, Türkiye"
C14,customer,"Halaskargazi Mahallesi, Sisli, Istanbul, Turkiye",41.0514835,28.9888479,"Halaskargazi Mahallesi, Şişli, İstanbul, Marmara Bölgesi, 34371, Türkiye"
C15,customer,"Okmeydani Mahallesi, Sisli, Istanbul, Turkiye",41.0615393,28.9682419,"Türkiye İş Bankası, Darülaceze Caddesi, Okmeydanı, Halil Rıfat Paşa Mahallesi, Şişli, İstanbul, Marmara Bölgesi, 34384, Türkiye"
C16,customer,"19 Mayis Mahallesi, Sisli, Istanbul, Turkiye",41.0598652,28.9914441,"19 Mayıs Mahallesi, Şişli, İstanbul, Marmara Bölgesi, 34360, Türkiye"
C17,customer,"Ergenekon Mahallesi, Sisli, Istanbul, Turkiye",41.0489803,28.9864057,"Ergenekon Mahallesi, Şişli, İstanbul, Marmara Bölgesi, 34373, Türkiye"
C18,customer,"Mahmut Sevket Pasa Mahallesi, Sisli, Istanbul, Turkiye",41.0525016,28.965487,"Mahmut Şevket Paşa Mahallesi, Şişli, İstanbul, Marmara Bölgesi, Türkiye"
C20,customer,"Inonu Mahallesi, Sisli, Istanbul, Turkiye",41.0438743,28.9844034,"İnönü Mahallesi, Şişli, İstanbul, Marmara Bölgesi, Türkiye"
C22,customer,"Etiler Mahallesi, Besiktas, Istanbul, Turkiye",41.0840093,29.0366077,"Etiler Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34337, Türkiye"
C23,customer,"Levent Mahallesi, Besiktas, Istanbul, Turkiye",41.0815723,29.0169502,"Levent Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34330, Türkiye"
C24,customer,"Bebek Mahallesi, Besiktas, Istanbul, Turkiye",41.0790159,29.0439589,"Bebek Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34342, Türkiye"
C25,customer,"Arnavutkoy Mahallesi, Besiktas, Istanbul, Turkiye",41.0683942,29.0411538,"Arnavutköy Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, Türkiye"
C26,customer,"Akat Mahallesi, Besiktas, Istanbul, Turkiye",41.0858575,29.026253,"Akat Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, Türkiye"
C27,customer,"Ortakoy Mahallesi, Besiktas, Istanbul, Turkiye",41.0546272,29.0281901,"Ortaköy Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34347, Türkiye"
C28,customer,"Ulus Mahallesi, Besiktas, Istanbul, Turkiye",41.0653097,29.026286164265805,"Ulus Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, Türkiye"
C29,customer,"Yildiz Mahallesi, Besiktas, Istanbul, Turkiye",41.0479707,29.0145236,"Yıldız Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, Türkiye"
C30,customer,"Sinanpasa Mahallesi, Besiktas, Istanbul, Turkiye",41.0428133,29.0048711,"Sinanpaşa Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34353, Türkiye"
C31,customer,"Merkez Mahallesi, Kagithane, Istanbul, Turkiye",41.079396,28.9692391,"Merkez Mahallesi, Kâğıthane, İstanbul, Marmara Bölgesi, 34406, Türkiye"
C32,customer,"Hamidiye Mahallesi, Kagithane, Istanbul, Turkiye",41.0945221,28.9708151,"Hamidiye Mahallesi, Kâğıthane, İstanbul, Marmara Bölgesi, 34408, Türkiye"
C33,customer,"Seyrantepe Mahallesi, Kagithane, Istanbul, Turkiye",41.0968122,28.9892146,"Seyrantepe Mahallesi, Kâğıthane, İstanbul, Marmara Bölgesi, Türkiye"
C34,customer,"Celiktepe Mahallesi, Kagithane, Istanbul, Turkiye",41.083673,28.9997851,"Çeliktepe Mahallesi, Kâğıthane, İstanbul, Marmara Bölgesi, Türkiye"
C36,customer,"Gursel Mahallesi, Kagithane, Istanbul, Turkiye",41.0709262,28.972669,"Gürsel Mahallesi, Kâğıthane, İstanbul, Marmara Bölgesi, Türkiye"
